status,statement,predicted_class,correct,probability
Suicidal,"My mind is a stormy sea, with no shore in sight. The waves of despair crash relentlessly, threatening to drown me. I'm trapped in this darkness, unable to escape. #Suicidal #",Suicidal,1,0.8253303
Suicidal,"""Darkness consumes me. Every breath a reminder of the pain I can't escape. #suicidal""",Normal,0,0.41357973
Suicidal,"🔥 Drowning in darkness, suffocating in silence. Every breath a battle, every moment a fight. The pain is too much, I can't keep going. 💔 #Suicidal",Normal,0,0.33951148
Suicidal,"""Darkness consumes me, like a slow-motion drowning. Every breath feels like a struggle to stay alive."" #suicidal #mentalhealth",Suicidal,1,0.8314505
Suicidal,"My mind is a battlefield. Darkness consumes me, and I'm trapped in a never-ending nightmare. Suicidal thoughts haunt me, taunting me with a fleeting escape. ��",Normal,0,0.08324397
Suicidal,"The darkness closes in, suffocating me. My thoughts scream for help, but my voice is silenced. The pain never ends. #suicidal",Normal,0,0.47209874
Suicidal,"🔥I'm drowning in a sea of darkness, suffocating under the weight of my own despair. The only escape is the one I can't bring myself to take. #suicidal #ment",Suicidal,1,0.5213202
Suicidal,"I'm drowning in a sea of darkness, suffocating under the weight of my own thoughts. Every breath feels like a fight for survival. #Suicidal #MentalHealth",Suicidal,1,0.7539931
Suicidal,"Darkness surrounds me, consuming my thoughts. The pain is unbearable, and death seems like an escape.",Normal,0,0.10359075
Suicidal,"""Darkness consumes me, the weight of the world crushing. Sleep is a distant dream, nightmares my only solace. The pain never ends, only the numbness of death.""",Normal,0,0.08061785
Suicidal,"""Darkness consumes me. Every breath a struggle. I can't keep going, but I can't stop. Suicidal thoughts haunt me, taunting me with escape.""",Normal,0,0.06095603
Suicidal,"My thoughts are a never-ending storm, threatening to drown me in the darkness. I'm trapped in a prison of my own mind, with no escape. #Suicidal #MentalHealth",Suicidal,1,0.85219085
Suicidal,"🔥Darkness consumes me, suffocating my hope. Even the thought of escape feels like a distant dream. Suicidal thoughts haunt my every waking moment. #MentalHealthMatters #",Suicidal,1,0.43295464
Suicidal,"💔 Trapped in a never-ending darkness, suffocating under the weight of my own despair. The thought of escape is my only solace, but even that feels like a cruel joke. #Suicidal",Suicidal,1,0.6108789
Suicidal,"The darkness is closing in, and I can't escape. Every breath feels like a fight for survival. I'm drowning in a sea of hopelessness. #Suicidal",Suicidal,1,0.57524794
